"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","[2016-09-22 21:00:00,2016-09-22 22:00:00)","86.49"
"B","3","[2016-09-22 22:00:00,2016-09-22 23:00:00)","129.39"
"B","3","[2016-09-22 23:00:00,2016-09-23 00:00:00)","107.06"
"B","3","[2016-09-23 01:00:00,2016-09-23 02:00:00)","107.73"
"B","3","[2016-09-23 03:00:00,2016-09-23 04:00:00)","208.64"
"B","3","[2016-09-23 04:00:00,2016-09-23 05:00:00)","99.14"
"B","3","[2016-09-23 05:00:00,2016-09-23 06:00:00)","30.07"
"B","3","[2016-09-23 06:00:00,2016-09-23 07:00:00)","122.28"
"B","3","[2016-09-23 07:00:00,2016-09-23 08:00:00)","125.12"
"B","3","[2016-09-23 08:00:00,2016-09-23 09:00:00)","151.26"
"B","3","[2016-09-23 09:00:00,2016-09-23 10:00:00)","128.39"
"B","3","[2016-09-23 10:00:00,2016-09-23 11:00:00)","128.09"
"B","3","[2016-09-23 11:00:00,2016-09-23 12:00:00)","106.54"
"B","3","[2016-09-23 12:00:00,2016-09-23 13:00:00)","106.58"
"B","3","[2016-09-23 13:00:00,2016-09-23 14:00:00)","89.31"
"B","3","[2016-09-23 14:00:00,2016-09-23 15:00:00)","95.68"
"B","3","[2016-09-23 15:00:00,2016-09-23 16:00:00)","133.35"
"B","3","[2016-09-23 16:00:00,2016-09-23 17:00:00)","118.88"
"B","3","[2016-09-23 17:00:00,2016-09-23 18:00:00)","98.72"
"B","3","[2016-09-23 18:00:00,2016-09-23 19:00:00)","126.3"
"B","3","[2016-09-23 19:00:00,2016-09-23 20:00:00)","103.89"
"B","3","[2016-09-23 20:00:00,2016-09-23 21:00:00)","93.31"
"B","3","[2016-09-23 21:00:00,2016-09-23 22:00:00)","109.96"
"B","3","[2016-09-23 22:00:00,2016-09-23 23:00:00)","81.72"
"B","3","[2016-09-23 23:00:00,2016-09-24 00:00:00)","85.11"
"B","3","[2016-09-24 00:00:00,2016-09-24 01:00:00)","110.75"
"B","3","[2016-09-24 02:00:00,2016-09-24 03:00:00)","126.02"
"B","3","[2016-09-24 03:00:00,2016-09-24 04:00:00)","109.03"
"B","3","[2016-09-24 04:00:00,2016-09-24 05:00:00)","106.61"
"B","3","[2016-09-24 05:00:00,2016-09-24 06:00:00)","71.79"
"B","3","[2016-09-24 06:00:00,2016-09-24 07:00:00)","66.96"
"B","3","[2016-09-24 07:00:00,2016-09-24 08:00:00)","100.99"
"B","3","[2016-09-24 08:00:00,2016-09-24 09:00:00)","178.21"
"B","3","[2016-09-24 09:00:00,2016-09-24 10:00:00)","105.26"
"B","3","[2016-09-24 10:00:00,2016-09-24 11:00:00)","113.2"
"B","3","[2016-09-24 11:00:00,2016-09-24 12:00:00)","99.97"
"B","3","[2016-09-24 12:00:00,2016-09-24 13:00:00)","100.22"
"B","3","[2016-09-24 13:00:00,2016-09-24 14:00:00)","105.08"
"B","3","[2016-09-24 14:00:00,2016-09-24 15:00:00)","102.84"
"B","3","[2016-09-24 15:00:00,2016-09-24 16:00:00)","106.22"
"B","3","[2016-09-24 16:00:00,2016-09-24 17:00:00)","108.07"
"B","3","[2016-09-24 17:00:00,2016-09-24 18:00:00)","106.1"
"B","3","[2016-09-24 18:00:00,2016-09-24 19:00:00)","94.34"
"B","3","[2016-09-24 19:00:00,2016-09-24 20:00:00)","111.94"
"B","3","[2016-09-24 20:00:00,2016-09-24 21:00:00)","86.14"
"B","3","[2016-09-24 21:00:00,2016-09-24 22:00:00)","85.49"
"B","3","[2016-09-24 22:00:00,2016-09-24 23:00:00)","87.7"
"B","3","[2016-09-24 23:00:00,2016-09-25 00:00:00)","82.17"
"B","3","[2016-09-25 00:00:00,2016-09-25 01:00:00)","60.23"
"B","3","[2016-09-25 01:00:00,2016-09-25 02:00:00)","89.5"
"B","3","[2016-09-25 04:00:00,2016-09-25 05:00:00)","114.35"
"B","3","[2016-09-25 05:00:00,2016-09-25 06:00:00)","74.94"
"B","3","[2016-09-25 06:00:00,2016-09-25 07:00:00)","68.67"
"B","3","[2016-09-25 07:00:00,2016-09-25 08:00:00)","96.07"
"B","3","[2016-09-25 08:00:00,2016-09-25 09:00:00)","82.03"
"B","3","[2016-09-25 09:00:00,2016-09-25 10:00:00)","85.72"
"B","3","[2016-09-25 10:00:00,2016-09-25 11:00:00)","104.84"
"B","3","[2016-09-25 11:00:00,2016-09-25 12:00:00)","77.09"
"B","3","[2016-09-25 12:00:00,2016-09-25 13:00:00)","106.57"
"B","3","[2016-09-25 13:00:00,2016-09-25 14:00:00)","110.42"
"B","3","[2016-09-25 14:00:00,2016-09-25 15:00:00)","141.11"
"B","3","[2016-09-25 15:00:00,2016-09-25 16:00:00)","118.72"
"B","3","[2016-09-25 16:00:00,2016-09-25 17:00:00)","119.86"
"B","3","[2016-09-25 17:00:00,2016-09-25 18:00:00)","101.05"
"B","3","[2016-09-25 18:00:00,2016-09-25 19:00:00)","119.32"
"B","3","[2016-09-25 19:00:00,2016-09-25 20:00:00)","84.7"
"B","3","[2016-09-25 20:00:00,2016-09-25 21:00:00)","77.88"
"B","3","[2016-09-25 21:00:00,2016-09-25 22:00:00)","125.71"
"B","3","[2016-09-25 22:00:00,2016-09-25 23:00:00)","88.06"
"B","3","[2016-09-25 23:00:00,2016-09-26 00:00:00)","120.21"
"B","3","[2016-09-26 00:00:00,2016-09-26 01:00:00)","88.44"
"B","3","[2016-09-26 01:00:00,2016-09-26 02:00:00)","91.76"
"B","3","[2016-09-26 02:00:00,2016-09-26 03:00:00)","158.27"
"B","3","[2016-09-26 03:00:00,2016-09-26 04:00:00)","84.97"
"B","3","[2016-09-26 04:00:00,2016-09-26 05:00:00)","89.6"
"B","3","[2016-09-26 05:00:00,2016-09-26 06:00:00)","98.63"
"B","3","[2016-09-26 06:00:00,2016-09-26 07:00:00)","67.44"
"B","3","[2016-09-26 07:00:00,2016-09-26 08:00:00)","91.75"
"B","3","[2016-09-26 08:00:00,2016-09-26 09:00:00)","108.62"
"B","3","[2016-09-26 09:00:00,2016-09-26 10:00:00)","114.63"
"B","3","[2016-09-26 10:00:00,2016-09-26 11:00:00)","114.5"
"B","3","[2016-09-26 11:00:00,2016-09-26 12:00:00)","107.54"
"B","3","[2016-09-26 12:00:00,2016-09-26 13:00:00)","92.84"
"B","3","[2016-09-26 13:00:00,2016-09-26 14:00:00)","103.42"
"B","3","[2016-09-26 14:00:00,2016-09-26 15:00:00)","144.18"
"B","3","[2016-09-26 15:00:00,2016-09-26 16:00:00)","99.55"
"B","3","[2016-09-26 16:00:00,2016-09-26 17:00:00)","118.54"
"B","3","[2016-09-26 17:00:00,2016-09-26 18:00:00)","106.5"
"B","3","[2016-09-26 18:00:00,2016-09-26 19:00:00)","120.74"
"B","3","[2016-09-26 19:00:00,2016-09-26 20:00:00)","74.52"
"B","3","[2016-09-26 20:00:00,2016-09-26 21:00:00)","85.99"
"B","3","[2016-09-26 21:00:00,2016-09-26 22:00:00)","88.13"
"B","3","[2016-09-26 22:00:00,2016-09-26 23:00:00)","98.11"
"B","3","[2016-09-26 23:00:00,2016-09-27 00:00:00)","81.1"
"B","3","[2016-09-27 02:00:00,2016-09-27 03:00:00)","68.16"
"B","3","[2016-09-27 03:00:00,2016-09-27 04:00:00)","87.34"
"B","3","[2016-09-27 04:00:00,2016-09-27 05:00:00)","103.3"
"B","3","[2016-09-27 05:00:00,2016-09-27 06:00:00)","84.38"
"B","3","[2016-09-27 06:00:00,2016-09-27 07:00:00)","85.89"
"B","3","[2016-09-27 07:00:00,2016-09-27 08:00:00)","93.64"
"B","3","[2016-09-27 08:00:00,2016-09-27 09:00:00)","83.44"
"B","3","[2016-09-27 09:00:00,2016-09-27 10:00:00)","108.8"
"B","3","[2016-09-27 10:00:00,2016-09-27 11:00:00)","101.01"
"B","3","[2016-09-27 11:00:00,2016-09-27 12:00:00)","91.4"
"B","3","[2016-09-27 12:00:00,2016-09-27 13:00:00)","110.07"
"B","3","[2016-09-27 13:00:00,2016-09-27 14:00:00)","99.76"
"B","3","[2016-09-27 14:00:00,2016-09-27 15:00:00)","110.48"
"B","3","[2016-09-27 15:00:00,2016-09-27 16:00:00)","102.56"
"B","3","[2016-09-27 16:00:00,2016-09-27 17:00:00)","102.26"
"B","3","[2016-09-27 17:00:00,2016-09-27 18:00:00)","73.63"
"B","3","[2016-09-27 18:00:00,2016-09-27 19:00:00)","98.92"
"B","3","[2016-09-27 19:00:00,2016-09-27 20:00:00)","90.28"
"B","3","[2016-09-27 20:00:00,2016-09-27 21:00:00)","104.83"
"B","3","[2016-09-27 21:00:00,2016-09-27 22:00:00)","75.38"
"B","3","[2016-09-27 22:00:00,2016-09-27 23:00:00)","118.3"
"B","3","[2016-09-27 23:00:00,2016-09-28 00:00:00)","55.66"
"B","3","[2016-09-28 00:00:00,2016-09-28 01:00:00)","60.1"
"B","3","[2016-09-28 01:00:00,2016-09-28 02:00:00)","95.97"
"B","3","[2016-09-28 02:00:00,2016-09-28 03:00:00)","66.24"
"B","3","[2016-09-28 03:00:00,2016-09-28 04:00:00)","87.0"
"B","3","[2016-09-28 05:00:00,2016-09-28 06:00:00)","68.19"
"B","3","[2016-09-28 06:00:00,2016-09-28 07:00:00)","97.04"
"B","3","[2016-09-28 07:00:00,2016-09-28 08:00:00)","89.52"
"B","3","[2016-09-28 08:00:00,2016-09-28 09:00:00)","112.93"
"B","3","[2016-09-28 09:00:00,2016-09-28 10:00:00)","125.6"
"B","3","[2016-09-28 10:00:00,2016-09-28 11:00:00)","90.01"
"B","3","[2016-09-28 11:00:00,2016-09-28 12:00:00)","90.71"
"B","3","[2016-09-28 12:00:00,2016-09-28 13:00:00)","102.41"
"B","3","[2016-09-28 13:00:00,2016-09-28 14:00:00)","93.15"
"B","3","[2016-09-28 14:00:00,2016-09-28 15:00:00)","93.42"
"B","3","[2016-09-28 15:00:00,2016-09-28 16:00:00)","93.66"
"B","3","[2016-09-28 16:00:00,2016-09-28 17:00:00)","122.77"
"B","3","[2016-09-28 17:00:00,2016-09-28 18:00:00)","108.49"
"B","3","[2016-09-28 18:00:00,2016-09-28 19:00:00)","125.25"
"B","3","[2016-09-28 19:00:00,2016-09-28 20:00:00)","112.16"
"B","3","[2016-09-28 20:00:00,2016-09-28 21:00:00)","115.08"
"B","3","[2016-09-28 21:00:00,2016-09-28 22:00:00)","85.06"
"B","3","[2016-09-28 22:00:00,2016-09-28 23:00:00)","87.36"
"B","3","[2016-09-28 23:00:00,2016-09-29 00:00:00)","96.69"
"B","3","[2016-09-29 00:00:00,2016-09-29 01:00:00)","87.41"
"B","3","[2016-09-29 01:00:00,2016-09-29 02:00:00)","112.19"
"B","3","[2016-09-29 03:00:00,2016-09-29 04:00:00)","101.02"
"B","3","[2016-09-29 04:00:00,2016-09-29 05:00:00)","116.25"
"B","3","[2016-09-29 05:00:00,2016-09-29 06:00:00)","91.23"
"B","3","[2016-09-29 06:00:00,2016-09-29 07:00:00)","110.48"
"B","3","[2016-09-29 07:00:00,2016-09-29 08:00:00)","107.23"
"B","3","[2016-09-29 08:00:00,2016-09-29 09:00:00)","130.16"
"B","3","[2016-09-29 09:00:00,2016-09-29 10:00:00)","109.45"
"B","3","[2016-09-29 10:00:00,2016-09-29 11:00:00)","101.72"
"B","3","[2016-09-29 11:00:00,2016-09-29 12:00:00)","96.17"
"B","3","[2016-09-29 12:00:00,2016-09-29 13:00:00)","84.32"
"B","3","[2016-09-29 13:00:00,2016-09-29 14:00:00)","92.53"
"B","3","[2016-09-29 14:00:00,2016-09-29 15:00:00)","108.85"
"B","3","[2016-09-29 15:00:00,2016-09-29 16:00:00)","97.63"
"B","3","[2016-09-29 16:00:00,2016-09-29 17:00:00)","118.83"
"B","3","[2016-09-29 17:00:00,2016-09-29 18:00:00)","115.38"
"B","3","[2016-09-29 18:00:00,2016-09-29 19:00:00)","596.75"
"B","3","[2016-09-29 19:00:00,2016-09-29 20:00:00)","105.06"
"B","3","[2016-09-29 20:00:00,2016-09-29 21:00:00)","110.65"
"B","3","[2016-09-29 21:00:00,2016-09-29 22:00:00)","79.4"
"B","3","[2016-09-29 22:00:00,2016-09-29 23:00:00)","98.53"
"B","3","[2016-09-30 00:00:00,2016-09-30 01:00:00)","82.97"
"B","3","[2016-09-30 01:00:00,2016-09-30 02:00:00)","96.82"
"B","3","[2016-09-30 03:00:00,2016-09-30 04:00:00)","62.78"
"B","3","[2016-09-30 04:00:00,2016-09-30 05:00:00)","58.35"
"B","3","[2016-09-30 05:00:00,2016-09-30 06:00:00)","73.28"
"B","3","[2016-09-30 06:00:00,2016-09-30 07:00:00)","75.29"
"B","3","[2016-09-30 07:00:00,2016-09-30 08:00:00)","91.99"
"B","3","[2016-09-30 08:00:00,2016-09-30 09:00:00)","100.57"
"B","3","[2016-09-30 09:00:00,2016-09-30 10:00:00)","87.57"
"B","3","[2016-09-30 10:00:00,2016-09-30 11:00:00)","110.97"
"B","3","[2016-09-30 11:00:00,2016-09-30 12:00:00)","87.55"
"B","3","[2016-09-30 12:00:00,2016-09-30 13:00:00)","107.17"
"B","3","[2016-09-30 13:00:00,2016-09-30 14:00:00)","116.27"
"B","3","[2016-09-30 14:00:00,2016-09-30 15:00:00)","98.8"
"B","3","[2016-09-30 15:00:00,2016-09-30 16:00:00)","103.99"
"B","3","[2016-09-30 16:00:00,2016-09-30 17:00:00)","138.88"
"B","3","[2016-09-30 17:00:00,2016-09-30 18:00:00)","122.38"
"B","3","[2016-09-30 18:00:00,2016-09-30 19:00:00)","110.53"
"B","3","[2016-09-30 19:00:00,2016-09-30 20:00:00)","121.78"
"B","3","[2016-09-30 20:00:00,2016-09-30 21:00:00)","102.26"
"B","3","[2016-09-30 21:00:00,2016-09-30 22:00:00)","125.04"
"B","3","[2016-09-30 22:00:00,2016-09-30 23:00:00)","113.77"
"B","3","[2016-09-30 23:00:00,2016-10-01 00:00:00)","92.87"
"B","3","[2016-10-01 00:00:00,2016-10-01 01:00:00)","136.78"
"B","3","[2016-10-01 01:00:00,2016-10-01 02:00:00)","88.28"
"B","3","[2016-10-01 02:00:00,2016-10-01 03:00:00)","58.41"
"B","3","[2016-10-01 03:00:00,2016-10-01 04:00:00)","81.3"
"B","3","[2016-10-01 04:00:00,2016-10-01 05:00:00)","79.48"
"B","3","[2016-10-01 05:00:00,2016-10-01 06:00:00)","74.81"
"B","3","[2016-10-01 06:00:00,2016-10-01 07:00:00)","75.31"
"B","3","[2016-10-01 07:00:00,2016-10-01 08:00:00)","88.33"
"B","3","[2016-10-01 08:00:00,2016-10-01 09:00:00)","85.27"
"B","3","[2016-10-01 09:00:00,2016-10-01 10:00:00)","78.4"
"B","3","[2016-10-01 10:00:00,2016-10-01 11:00:00)","100.66"
"B","3","[2016-10-01 11:00:00,2016-10-01 12:00:00)","73.16"
"B","3","[2016-10-01 12:00:00,2016-10-01 13:00:00)","92.14"
"B","3","[2016-10-01 13:00:00,2016-10-01 14:00:00)","81.41"
"B","3","[2016-10-01 14:00:00,2016-10-01 15:00:00)","93.37"
"B","3","[2016-10-01 15:00:00,2016-10-01 16:00:00)","80.84"
"B","3","[2016-10-01 16:00:00,2016-10-01 17:00:00)","84.25"
"B","3","[2016-10-01 17:00:00,2016-10-01 18:00:00)","95.47"
"B","3","[2016-10-01 18:00:00,2016-10-01 19:00:00)","74.61"
"B","3","[2016-10-01 19:00:00,2016-10-01 20:00:00)","86.83"
"B","3","[2016-10-01 20:00:00,2016-10-01 21:00:00)","90.21"
"B","3","[2016-10-01 21:00:00,2016-10-01 22:00:00)","70.79"
"B","3","[2016-10-01 22:00:00,2016-10-01 23:00:00)","73.78"
"B","3","[2016-10-01 23:00:00,2016-10-02 00:00:00)","84.58"
"B","3","[2016-10-02 00:00:00,2016-10-02 01:00:00)","56.77"
"B","3","[2016-10-02 01:00:00,2016-10-02 02:00:00)","327.39"
"B","3","[2016-10-02 03:00:00,2016-10-02 04:00:00)","25.05"
"B","3","[2016-10-02 04:00:00,2016-10-02 05:00:00)","83.21"
"B","3","[2016-10-02 05:00:00,2016-10-02 06:00:00)","72.06"
"B","3","[2016-10-02 06:00:00,2016-10-02 07:00:00)","92.76"
"B","3","[2016-10-02 07:00:00,2016-10-02 08:00:00)","77.82"
"B","3","[2016-10-02 08:00:00,2016-10-02 09:00:00)","81.83"
"B","3","[2016-10-02 09:00:00,2016-10-02 10:00:00)","110.51"
"B","3","[2016-10-02 10:00:00,2016-10-02 11:00:00)","125.4"
"B","3","[2016-10-02 11:00:00,2016-10-02 12:00:00)","119.41"
"B","3","[2016-10-02 12:00:00,2016-10-02 13:00:00)","93.2"
"B","3","[2016-10-02 13:00:00,2016-10-02 14:00:00)","100.48"
"B","3","[2016-10-02 14:00:00,2016-10-02 15:00:00)","97.99"
"B","3","[2016-10-02 15:00:00,2016-10-02 16:00:00)","105.37"
"B","3","[2016-10-02 16:00:00,2016-10-02 17:00:00)","92.77"
"B","3","[2016-10-02 17:00:00,2016-10-02 18:00:00)","105.63"
"B","3","[2016-10-02 18:00:00,2016-10-02 19:00:00)","95.18"
"B","3","[2016-10-02 19:00:00,2016-10-02 20:00:00)","106.21"
"B","3","[2016-10-02 20:00:00,2016-10-02 21:00:00)","86.86"
"B","3","[2016-10-02 21:00:00,2016-10-02 22:00:00)","75.96"
"B","3","[2016-10-02 22:00:00,2016-10-02 23:00:00)","66.85"
"B","3","[2016-10-02 23:00:00,2016-10-03 00:00:00)","75.83"
"B","3","[2016-10-03 00:00:00,2016-10-03 01:00:00)","71.9"
"B","3","[2016-10-03 01:00:00,2016-10-03 02:00:00)","58.72"
"B","3","[2016-10-03 03:00:00,2016-10-03 04:00:00)","92.67"
"B","3","[2016-10-03 04:00:00,2016-10-03 05:00:00)","52.42"
"B","3","[2016-10-03 05:00:00,2016-10-03 06:00:00)","65.66"
"B","3","[2016-10-03 06:00:00,2016-10-03 07:00:00)","75.88"
"B","3","[2016-10-03 07:00:00,2016-10-03 08:00:00)","87.97"
"B","3","[2016-10-03 08:00:00,2016-10-03 09:00:00)","92.98"
"B","3","[2016-10-03 09:00:00,2016-10-03 10:00:00)","104.15"
"B","3","[2016-10-03 10:00:00,2016-10-03 11:00:00)","127.95"
"B","3","[2016-10-03 11:00:00,2016-10-03 12:00:00)","102.58"
"B","3","[2016-10-03 12:00:00,2016-10-03 13:00:00)","116.82"
"B","3","[2016-10-03 13:00:00,2016-10-03 14:00:00)","105.03"
"B","3","[2016-10-03 14:00:00,2016-10-03 15:00:00)","105.22"
"B","3","[2016-10-03 15:00:00,2016-10-03 16:00:00)","118.87"
"B","3","[2016-10-03 16:00:00,2016-10-03 17:00:00)","121.55"
"B","3","[2016-10-03 17:00:00,2016-10-03 18:00:00)","104.46"
"B","3","[2016-10-03 18:00:00,2016-10-03 19:00:00)","114.3"
"B","3","[2016-10-03 19:00:00,2016-10-03 20:00:00)","82.31"
"B","3","[2016-10-03 20:00:00,2016-10-03 21:00:00)","74.46"
"B","3","[2016-10-03 21:00:00,2016-10-03 22:00:00)","85.56"
"B","3","[2016-10-03 22:00:00,2016-10-03 23:00:00)","37.75"
"B","3","[2016-10-03 23:00:00,2016-10-04 00:00:00)","70.57"
"B","3","[2016-10-04 00:00:00,2016-10-04 01:00:00)","130.77"
"B","3","[2016-10-04 01:00:00,2016-10-04 02:00:00)","90.61"
"B","3","[2016-10-04 02:00:00,2016-10-04 03:00:00)","54.37"
"B","3","[2016-10-04 04:00:00,2016-10-04 05:00:00)","90.21"
"B","3","[2016-10-04 05:00:00,2016-10-04 06:00:00)","58.34"
"B","3","[2016-10-04 06:00:00,2016-10-04 07:00:00)","62.35"
"B","3","[2016-10-04 07:00:00,2016-10-04 08:00:00)","99.86"
"B","3","[2016-10-04 08:00:00,2016-10-04 09:00:00)","88.79"
"B","3","[2016-10-04 09:00:00,2016-10-04 10:00:00)","105.39"
"B","3","[2016-10-04 10:00:00,2016-10-04 11:00:00)","113.53"
"B","3","[2016-10-04 11:00:00,2016-10-04 12:00:00)","99.69"
"B","3","[2016-10-04 12:00:00,2016-10-04 13:00:00)","94.86"
"B","3","[2016-10-04 13:00:00,2016-10-04 14:00:00)","78.56"
"B","3","[2016-10-04 14:00:00,2016-10-04 15:00:00)","111.19"
"B","3","[2016-10-04 15:00:00,2016-10-04 16:00:00)","103.86"
"B","3","[2016-10-04 16:00:00,2016-10-04 17:00:00)","114.34"
"B","3","[2016-10-04 17:00:00,2016-10-04 18:00:00)","109.68"
"B","3","[2016-10-04 18:00:00,2016-10-04 19:00:00)","109.84"
"B","3","[2016-10-04 19:00:00,2016-10-04 20:00:00)","106.37"
"B","3","[2016-10-04 20:00:00,2016-10-04 21:00:00)","80.29"
"B","3","[2016-10-04 21:00:00,2016-10-04 22:00:00)","125.43"
"B","3","[2016-10-04 22:00:00,2016-10-04 23:00:00)","69.6"
"B","3","[2016-10-04 23:00:00,2016-10-05 00:00:00)","66.64"
"B","3","[2016-10-05 01:00:00,2016-10-05 02:00:00)","82.46"
"B","3","[2016-10-05 02:00:00,2016-10-05 03:00:00)","59.37"
"B","3","[2016-10-05 03:00:00,2016-10-05 04:00:00)","140.56"
"B","3","[2016-10-05 05:00:00,2016-10-05 06:00:00)","54.39"
"B","3","[2016-10-05 06:00:00,2016-10-05 07:00:00)","89.63"
"B","3","[2016-10-05 07:00:00,2016-10-05 08:00:00)","97.27"
"B","3","[2016-10-05 08:00:00,2016-10-05 09:00:00)","80.87"
"B","3","[2016-10-05 09:00:00,2016-10-05 10:00:00)","93.49"
"B","3","[2016-10-05 10:00:00,2016-10-05 11:00:00)","123.22"
"B","3","[2016-10-05 11:00:00,2016-10-05 12:00:00)","110.09"
"B","3","[2016-10-05 12:00:00,2016-10-05 13:00:00)","105.16"
"B","3","[2016-10-05 13:00:00,2016-10-05 14:00:00)","121.96"
"B","3","[2016-10-05 14:00:00,2016-10-05 15:00:00)","110.22"
"B","3","[2016-10-05 15:00:00,2016-10-05 16:00:00)","114.22"
"B","3","[2016-10-05 16:00:00,2016-10-05 17:00:00)","139.51"
"B","3","[2016-10-05 17:00:00,2016-10-05 18:00:00)","131.5"
"B","3","[2016-10-05 18:00:00,2016-10-05 19:00:00)","112.12"
"B","3","[2016-10-05 19:00:00,2016-10-05 20:00:00)","104.1"
"B","3","[2016-10-05 20:00:00,2016-10-05 21:00:00)","115.56"
"B","3","[2016-10-05 21:00:00,2016-10-05 22:00:00)","103.83"
"B","3","[2016-10-05 22:00:00,2016-10-05 23:00:00)","71.94"
"B","3","[2016-10-05 23:00:00,2016-10-06 00:00:00)","93.34"
"B","3","[2016-10-06 00:00:00,2016-10-06 01:00:00)","107.5"
"B","3","[2016-10-06 01:00:00,2016-10-06 02:00:00)","59.3"
"B","3","[2016-10-06 02:00:00,2016-10-06 03:00:00)","64.5"
"B","3","[2016-10-06 03:00:00,2016-10-06 04:00:00)","98.11"
"B","3","[2016-10-06 04:00:00,2016-10-06 05:00:00)","73.58"
"B","3","[2016-10-06 05:00:00,2016-10-06 06:00:00)","74.5"
"B","3","[2016-10-06 06:00:00,2016-10-06 07:00:00)","94.24"
"B","3","[2016-10-06 07:00:00,2016-10-06 08:00:00)","71.91"
"B","3","[2016-10-06 08:00:00,2016-10-06 09:00:00)","99.12"
"B","3","[2016-10-06 09:00:00,2016-10-06 10:00:00)","89.68"
"B","3","[2016-10-06 10:00:00,2016-10-06 11:00:00)","79.68"
"B","3","[2016-10-06 11:00:00,2016-10-06 12:00:00)","132.66"
"B","3","[2016-10-06 12:00:00,2016-10-06 13:00:00)","112.87"
"B","3","[2016-10-06 13:00:00,2016-10-06 14:00:00)","105.87"
"B","3","[2016-10-06 14:00:00,2016-10-06 15:00:00)","99.57"
"B","3","[2016-10-06 15:00:00,2016-10-06 16:00:00)","99.81"
"B","3","[2016-10-06 16:00:00,2016-10-06 17:00:00)","92.01"
"B","3","[2016-10-06 17:00:00,2016-10-06 18:00:00)","96.43"
"B","3","[2016-10-06 18:00:00,2016-10-06 19:00:00)","96.58"
"B","3","[2016-10-06 19:00:00,2016-10-06 20:00:00)","97.19"
"B","3","[2016-10-06 20:00:00,2016-10-06 21:00:00)","128.59"
"B","3","[2016-10-06 21:00:00,2016-10-06 22:00:00)","83.34"
"B","3","[2016-10-06 22:00:00,2016-10-06 23:00:00)","77.9"
"B","3","[2016-10-06 23:00:00,2016-10-07 00:00:00)","90.25"
"B","3","[2016-10-07 00:00:00,2016-10-07 01:00:00)","78.17"
"B","3","[2016-10-07 01:00:00,2016-10-07 02:00:00)","70.25"
"B","3","[2016-10-07 02:00:00,2016-10-07 03:00:00)","64.05"
"B","3","[2016-10-07 03:00:00,2016-10-07 04:00:00)","87.15"
"B","3","[2016-10-07 05:00:00,2016-10-07 06:00:00)","66.64"
"B","3","[2016-10-07 06:00:00,2016-10-07 07:00:00)","90.26"
"B","3","[2016-10-07 07:00:00,2016-10-07 08:00:00)","94.08"
"B","3","[2016-10-07 08:00:00,2016-10-07 09:00:00)","81.86"
"B","3","[2016-10-07 09:00:00,2016-10-07 10:00:00)","113.9"
"B","3","[2016-10-07 10:00:00,2016-10-07 11:00:00)","131.92"
"B","3","[2016-10-07 11:00:00,2016-10-07 12:00:00)","80.72"
"B","3","[2016-10-07 12:00:00,2016-10-07 13:00:00)","94.27"
"B","3","[2016-10-07 13:00:00,2016-10-07 14:00:00)","98.49"
"B","3","[2016-10-07 14:00:00,2016-10-07 15:00:00)","114.46"
"B","3","[2016-10-07 15:00:00,2016-10-07 16:00:00)","107.09"
"B","3","[2016-10-07 16:00:00,2016-10-07 17:00:00)","106.52"
"B","3","[2016-10-07 17:00:00,2016-10-07 18:00:00)","114.84"
"B","3","[2016-10-07 18:00:00,2016-10-07 19:00:00)","103.7"
"B","3","[2016-10-07 19:00:00,2016-10-07 20:00:00)","132.34"
"B","3","[2016-10-07 20:00:00,2016-10-07 21:00:00)","133.85"
"B","3","[2016-10-07 21:00:00,2016-10-07 22:00:00)","97.66"
"B","3","[2016-10-07 22:00:00,2016-10-07 23:00:00)","94.46"
"B","3","[2016-10-07 23:00:00,2016-10-08 00:00:00)","68.36"
"B","3","[2016-10-08 00:00:00,2016-10-08 01:00:00)","107.24"
"B","3","[2016-10-08 04:00:00,2016-10-08 05:00:00)","57.53"
"B","3","[2016-10-08 05:00:00,2016-10-08 06:00:00)","99.85"
"B","3","[2016-10-08 06:00:00,2016-10-08 07:00:00)","326.05"
"B","3","[2016-10-08 07:00:00,2016-10-08 08:00:00)","114.66"
"B","3","[2016-10-08 08:00:00,2016-10-08 09:00:00)","102.73"
"B","3","[2016-10-08 09:00:00,2016-10-08 10:00:00)","102.42"
"B","3","[2016-10-08 10:00:00,2016-10-08 11:00:00)","93.05"
"B","3","[2016-10-08 11:00:00,2016-10-08 12:00:00)","88.76"
"B","3","[2016-10-08 12:00:00,2016-10-08 13:00:00)","75.08"
"B","3","[2016-10-08 13:00:00,2016-10-08 14:00:00)","100.59"
"B","3","[2016-10-08 14:00:00,2016-10-08 15:00:00)","90.76"
"B","3","[2016-10-08 15:00:00,2016-10-08 16:00:00)","103.37"
"B","3","[2016-10-08 16:00:00,2016-10-08 17:00:00)","84.88"
"B","3","[2016-10-08 17:00:00,2016-10-08 18:00:00)","94.83"
"B","3","[2016-10-08 18:00:00,2016-10-08 19:00:00)","102.34"
"B","3","[2016-10-08 19:00:00,2016-10-08 20:00:00)","113.89"
"B","3","[2016-10-08 20:00:00,2016-10-08 21:00:00)","70.43"
"B","3","[2016-10-08 21:00:00,2016-10-08 22:00:00)","97.89"
"B","3","[2016-10-08 22:00:00,2016-10-08 23:00:00)","86.84"
"B","3","[2016-10-08 23:00:00,2016-10-09 00:00:00)","99.3"
