"tollgate_id","time_window","direction","volume"
"3","[2016-09-26 05:00:00,2016-09-26 06:00:00)","0","51"
"3","[2016-09-26 05:00:00,2016-09-26 06:00:00)","1","35"
"1","[2016-09-26 05:00:00,2016-09-26 06:00:00)","0","20"
"1","[2016-09-26 05:00:00,2016-09-26 06:00:00)","1","100"
"3","[2016-09-26 06:00:00,2016-09-26 07:00:00)","0","201"
"3","[2016-09-26 06:00:00,2016-09-26 07:00:00)","1","137"
"1","[2016-09-26 06:00:00,2016-09-26 07:00:00)","0","75"
"1","[2016-09-26 06:00:00,2016-09-26 07:00:00)","1","158"
"2","[2016-09-26 06:00:00,2016-09-26 07:00:00)","0","138"
"1","[2016-09-26 07:00:00,2016-09-26 08:00:00)","0","129"
"1","[2016-09-26 07:00:00,2016-09-26 08:00:00)","1","327"
"3","[2016-09-26 07:00:00,2016-09-26 08:00:00)","0","472"
"3","[2016-09-26 07:00:00,2016-09-26 08:00:00)","1","307"
"2","[2016-09-26 07:00:00,2016-09-26 08:00:00)","0","328"
"3","[2016-09-26 08:00:00,2016-09-26 09:00:00)","0","522"
"3","[2016-09-26 08:00:00,2016-09-26 09:00:00)","1","452"
"2","[2016-09-26 08:00:00,2016-09-26 09:00:00)","0","368"
"1","[2016-09-26 08:00:00,2016-09-26 09:00:00)","0","146"
"1","[2016-09-26 08:00:00,2016-09-26 09:00:00)","1","332"
"1","[2016-09-26 09:00:00,2016-09-26 10:00:00)","0","151"
"1","[2016-09-26 09:00:00,2016-09-26 10:00:00)","1","352"
"2","[2016-09-26 09:00:00,2016-09-26 10:00:00)","0","327"
"3","[2016-09-26 09:00:00,2016-09-26 10:00:00)","0","401"
"3","[2016-09-26 09:00:00,2016-09-26 10:00:00)","1","362"
"2","[2016-09-26 10:00:00,2016-09-26 11:00:00)","0","193"
"3","[2016-09-26 10:00:00,2016-09-26 11:00:00)","0","317"
"3","[2016-09-26 10:00:00,2016-09-26 11:00:00)","1","266"
"1","[2016-09-26 10:00:00,2016-09-26 11:00:00)","0","135"
"1","[2016-09-26 10:00:00,2016-09-26 11:00:00)","1","276"
"1","[2016-09-26 11:00:00,2016-09-26 12:00:00)","0","123"
"1","[2016-09-26 11:00:00,2016-09-26 12:00:00)","1","231"
"3","[2016-09-26 11:00:00,2016-09-26 12:00:00)","0","289"
"3","[2016-09-26 11:00:00,2016-09-26 12:00:00)","1","190"
"2","[2016-09-26 11:00:00,2016-09-26 12:00:00)","0","174"
"1","[2016-09-26 12:00:00,2016-09-26 13:00:00)","0","133"
"1","[2016-09-26 12:00:00,2016-09-26 13:00:00)","1","242"
"3","[2016-09-26 12:00:00,2016-09-26 13:00:00)","0","243"
"3","[2016-09-26 12:00:00,2016-09-26 13:00:00)","1","245"
"2","[2016-09-26 12:00:00,2016-09-26 13:00:00)","0","206"
"2","[2016-09-26 13:00:00,2016-09-26 14:00:00)","0","176"
"3","[2016-09-26 13:00:00,2016-09-26 14:00:00)","0","326"
"3","[2016-09-26 13:00:00,2016-09-26 14:00:00)","1","253"
"1","[2016-09-26 13:00:00,2016-09-26 14:00:00)","0","152"
"1","[2016-09-26 13:00:00,2016-09-26 14:00:00)","1","272"
"3","[2016-09-26 14:00:00,2016-09-26 15:00:00)","0","367"
"3","[2016-09-26 14:00:00,2016-09-26 15:00:00)","1","285"
"1","[2016-09-26 14:00:00,2016-09-26 15:00:00)","0","136"
"1","[2016-09-26 14:00:00,2016-09-26 15:00:00)","1","287"
"2","[2016-09-26 14:00:00,2016-09-26 15:00:00)","0","219"
"2","[2016-09-26 15:00:00,2016-09-26 16:00:00)","0","219"
"1","[2016-09-26 15:00:00,2016-09-26 16:00:00)","0","127"
"1","[2016-09-26 15:00:00,2016-09-26 16:00:00)","1","283"
"3","[2016-09-26 15:00:00,2016-09-26 16:00:00)","0","311"
"3","[2016-09-26 15:00:00,2016-09-26 16:00:00)","1","272"
"3","[2016-09-26 16:00:00,2016-09-26 17:00:00)","0","375"
"3","[2016-09-26 16:00:00,2016-09-26 17:00:00)","1","249"
"2","[2016-09-26 16:00:00,2016-09-26 17:00:00)","0","212"
"1","[2016-09-26 16:00:00,2016-09-26 17:00:00)","0","146"
"1","[2016-09-26 16:00:00,2016-09-26 17:00:00)","1","321"
"3","[2016-09-26 17:00:00,2016-09-26 18:00:00)","0","327"
"3","[2016-09-26 17:00:00,2016-09-26 18:00:00)","1","257"
"2","[2016-09-26 17:00:00,2016-09-26 18:00:00)","0","201"
"1","[2016-09-26 17:00:00,2016-09-26 18:00:00)","0","119"
"1","[2016-09-26 17:00:00,2016-09-26 18:00:00)","1","320"
"3","[2016-09-26 18:00:00,2016-09-26 19:00:00)","0","245"
"3","[2016-09-26 18:00:00,2016-09-26 19:00:00)","1","216"
"2","[2016-09-26 18:00:00,2016-09-26 19:00:00)","0","163"
"1","[2016-09-26 18:00:00,2016-09-26 19:00:00)","0","84"
"1","[2016-09-26 18:00:00,2016-09-26 19:00:00)","1","213"
"1","[2016-09-26 19:00:00,2016-09-26 20:00:00)","0","68"
"1","[2016-09-26 19:00:00,2016-09-26 20:00:00)","1","152"
"2","[2016-09-26 19:00:00,2016-09-26 20:00:00)","0","104"
"3","[2016-09-26 19:00:00,2016-09-26 20:00:00)","0","161"
"3","[2016-09-26 19:00:00,2016-09-26 20:00:00)","1","168"
"3","[2016-09-26 20:00:00,2016-09-26 21:00:00)","0","138"
"3","[2016-09-26 20:00:00,2016-09-26 21:00:00)","1","135"
"1","[2016-09-26 20:00:00,2016-09-26 21:00:00)","0","62"
"1","[2016-09-26 20:00:00,2016-09-26 21:00:00)","1","103"
"2","[2016-09-26 20:00:00,2016-09-26 21:00:00)","0","114"
"3","[2016-09-26 21:00:00,2016-09-26 22:00:00)","0","126"
"3","[2016-09-26 21:00:00,2016-09-26 22:00:00)","1","95"
"1","[2016-09-26 21:00:00,2016-09-26 22:00:00)","0","43"
"1","[2016-09-26 21:00:00,2016-09-26 22:00:00)","1","91"
"2","[2016-09-26 21:00:00,2016-09-26 22:00:00)","0","77"
"2","[2016-09-26 22:00:00,2016-09-26 23:00:00)","0","62"
"1","[2016-09-26 22:00:00,2016-09-26 23:00:00)","0","27"
"1","[2016-09-26 22:00:00,2016-09-26 23:00:00)","1","51"
"3","[2016-09-26 22:00:00,2016-09-26 23:00:00)","0","71"
"3","[2016-09-26 22:00:00,2016-09-26 23:00:00)","1","75"
"1","[2016-09-26 23:00:00,2016-09-27 00:00:00)","0","13"
"1","[2016-09-26 23:00:00,2016-09-27 00:00:00)","1","50"
"3","[2016-09-26 23:00:00,2016-09-27 00:00:00)","0","50"
"3","[2016-09-26 23:00:00,2016-09-27 00:00:00)","1","34"
"2","[2016-09-26 23:00:00,2016-09-27 00:00:00)","0","24"
"1","[2016-09-27 00:00:00,2016-09-27 01:00:00)","0","40"
"1","[2016-09-27 00:00:00,2016-09-27 01:00:00)","1","246"
"3","[2016-09-27 00:00:00,2016-09-27 01:00:00)","0","45"
"3","[2016-09-27 00:00:00,2016-09-27 01:00:00)","1","269"
"2","[2016-09-27 00:00:00,2016-09-27 01:00:00)","0","3"
"3","[2016-09-27 01:00:00,2016-09-27 02:00:00)","0","55"
"3","[2016-09-27 01:00:00,2016-09-27 02:00:00)","1","24"
"1","[2016-09-27 01:00:00,2016-09-27 02:00:00)","0","19"
"1","[2016-09-27 01:00:00,2016-09-27 02:00:00)","1","25"
"2","[2016-09-27 01:00:00,2016-09-27 02:00:00)","0","5"
"1","[2016-09-27 02:00:00,2016-09-27 03:00:00)","0","20"
"1","[2016-09-27 02:00:00,2016-09-27 03:00:00)","1","30"
"3","[2016-09-27 02:00:00,2016-09-27 03:00:00)","0","36"
"3","[2016-09-27 02:00:00,2016-09-27 03:00:00)","1","11"
"1","[2016-09-27 03:00:00,2016-09-27 04:00:00)","0","22"
"1","[2016-09-27 03:00:00,2016-09-27 04:00:00)","1","31"
"3","[2016-09-27 03:00:00,2016-09-27 04:00:00)","0","36"
"3","[2016-09-27 03:00:00,2016-09-27 04:00:00)","1","10"
"1","[2016-09-27 04:00:00,2016-09-27 05:00:00)","0","43"
"1","[2016-09-27 04:00:00,2016-09-27 05:00:00)","1","60"
"3","[2016-09-27 04:00:00,2016-09-27 05:00:00)","0","49"
"3","[2016-09-27 04:00:00,2016-09-27 05:00:00)","1","15"
"2","[2016-09-27 05:00:00,2016-09-27 06:00:00)","0","54"
"1","[2016-09-27 05:00:00,2016-09-27 06:00:00)","0","20"
"1","[2016-09-27 05:00:00,2016-09-27 06:00:00)","1","89"
"3","[2016-09-27 05:00:00,2016-09-27 06:00:00)","0","42"
"3","[2016-09-27 05:00:00,2016-09-27 06:00:00)","1","44"
"3","[2016-09-27 06:00:00,2016-09-27 07:00:00)","0","145"
"3","[2016-09-27 06:00:00,2016-09-27 07:00:00)","1","120"
"1","[2016-09-27 06:00:00,2016-09-27 07:00:00)","0","67"
"1","[2016-09-27 06:00:00,2016-09-27 07:00:00)","1","187"
"2","[2016-09-27 06:00:00,2016-09-27 07:00:00)","0","102"
"1","[2016-09-27 07:00:00,2016-09-27 08:00:00)","0","147"
"1","[2016-09-27 07:00:00,2016-09-27 08:00:00)","1","285"
"3","[2016-09-27 07:00:00,2016-09-27 08:00:00)","0","394"
"3","[2016-09-27 07:00:00,2016-09-27 08:00:00)","1","241"
"2","[2016-09-27 07:00:00,2016-09-27 08:00:00)","0","244"
"3","[2016-09-27 08:00:00,2016-09-27 09:00:00)","0","514"
"3","[2016-09-27 08:00:00,2016-09-27 09:00:00)","1","358"
"2","[2016-09-27 08:00:00,2016-09-27 09:00:00)","0","376"
"1","[2016-09-27 08:00:00,2016-09-27 09:00:00)","0","169"
"1","[2016-09-27 08:00:00,2016-09-27 09:00:00)","1","359"
"2","[2016-09-27 09:00:00,2016-09-27 10:00:00)","0","295"
"3","[2016-09-27 09:00:00,2016-09-27 10:00:00)","0","400"
"3","[2016-09-27 09:00:00,2016-09-27 10:00:00)","1","320"
"1","[2016-09-27 09:00:00,2016-09-27 10:00:00)","0","168"
"1","[2016-09-27 09:00:00,2016-09-27 10:00:00)","1","299"
"3","[2016-09-27 10:00:00,2016-09-27 11:00:00)","0","353"
"3","[2016-09-27 10:00:00,2016-09-27 11:00:00)","1","237"
"1","[2016-09-27 10:00:00,2016-09-27 11:00:00)","0","143"
"1","[2016-09-27 10:00:00,2016-09-27 11:00:00)","1","265"
"2","[2016-09-27 10:00:00,2016-09-27 11:00:00)","0","218"
"3","[2016-09-27 11:00:00,2016-09-27 12:00:00)","0","287"
"3","[2016-09-27 11:00:00,2016-09-27 12:00:00)","1","185"
"2","[2016-09-27 11:00:00,2016-09-27 12:00:00)","0","168"
"1","[2016-09-27 11:00:00,2016-09-27 12:00:00)","0","111"
"1","[2016-09-27 11:00:00,2016-09-27 12:00:00)","1","252"
"2","[2016-09-27 12:00:00,2016-09-27 13:00:00)","0","177"
"1","[2016-09-27 12:00:00,2016-09-27 13:00:00)","0","115"
"1","[2016-09-27 12:00:00,2016-09-27 13:00:00)","1","242"
"3","[2016-09-27 12:00:00,2016-09-27 13:00:00)","0","292"
"3","[2016-09-27 12:00:00,2016-09-27 13:00:00)","1","270"
"3","[2016-09-27 13:00:00,2016-09-27 14:00:00)","0","361"
"3","[2016-09-27 13:00:00,2016-09-27 14:00:00)","1","285"
"1","[2016-09-27 13:00:00,2016-09-27 14:00:00)","0","201"
"1","[2016-09-27 13:00:00,2016-09-27 14:00:00)","1","303"
"2","[2016-09-27 13:00:00,2016-09-27 14:00:00)","0","182"
"3","[2016-09-27 14:00:00,2016-09-27 15:00:00)","0","314"
"3","[2016-09-27 14:00:00,2016-09-27 15:00:00)","1","259"
"2","[2016-09-27 14:00:00,2016-09-27 15:00:00)","0","172"
"1","[2016-09-27 14:00:00,2016-09-27 15:00:00)","0","139"
"1","[2016-09-27 14:00:00,2016-09-27 15:00:00)","1","287"
"1","[2016-09-27 15:00:00,2016-09-27 16:00:00)","0","130"
"1","[2016-09-27 15:00:00,2016-09-27 16:00:00)","1","325"
"3","[2016-09-27 15:00:00,2016-09-27 16:00:00)","0","340"
"3","[2016-09-27 15:00:00,2016-09-27 16:00:00)","1","251"
"2","[2016-09-27 15:00:00,2016-09-27 16:00:00)","0","223"
"1","[2016-09-27 16:00:00,2016-09-27 17:00:00)","0","159"
"1","[2016-09-27 16:00:00,2016-09-27 17:00:00)","1","295"
"3","[2016-09-27 16:00:00,2016-09-27 17:00:00)","0","351"
"3","[2016-09-27 16:00:00,2016-09-27 17:00:00)","1","247"
"2","[2016-09-27 16:00:00,2016-09-27 17:00:00)","0","221"
"1","[2016-09-27 17:00:00,2016-09-27 18:00:00)","0","174"
"1","[2016-09-27 17:00:00,2016-09-27 18:00:00)","1","346"
"3","[2016-09-27 17:00:00,2016-09-27 18:00:00)","0","382"
"3","[2016-09-27 17:00:00,2016-09-27 18:00:00)","1","231"
"2","[2016-09-27 17:00:00,2016-09-27 18:00:00)","0","173"
"3","[2016-09-27 18:00:00,2016-09-27 19:00:00)","0","238"
"3","[2016-09-27 18:00:00,2016-09-27 19:00:00)","1","247"
"1","[2016-09-27 18:00:00,2016-09-27 19:00:00)","0","60"
"1","[2016-09-27 18:00:00,2016-09-27 19:00:00)","1","225"
"2","[2016-09-27 18:00:00,2016-09-27 19:00:00)","0","167"
"2","[2016-09-27 19:00:00,2016-09-27 20:00:00)","0","61"
"3","[2016-09-27 19:00:00,2016-09-27 20:00:00)","0","180"
"3","[2016-09-27 19:00:00,2016-09-27 20:00:00)","1","157"
"1","[2016-09-27 19:00:00,2016-09-27 20:00:00)","0","132"
"1","[2016-09-27 19:00:00,2016-09-27 20:00:00)","1","126"
"1","[2016-09-27 20:00:00,2016-09-27 21:00:00)","0","142"
"1","[2016-09-27 20:00:00,2016-09-27 21:00:00)","1","126"
"3","[2016-09-27 20:00:00,2016-09-27 21:00:00)","0","136"
"3","[2016-09-27 20:00:00,2016-09-27 21:00:00)","1","134"
"2","[2016-09-27 20:00:00,2016-09-27 21:00:00)","0","32"
"2","[2016-09-27 21:00:00,2016-09-27 22:00:00)","0","30"
"3","[2016-09-27 21:00:00,2016-09-27 22:00:00)","0","109"
"3","[2016-09-27 21:00:00,2016-09-27 22:00:00)","1","107"
"1","[2016-09-27 21:00:00,2016-09-27 22:00:00)","0","99"
"1","[2016-09-27 21:00:00,2016-09-27 22:00:00)","1","85"
"1","[2016-09-27 22:00:00,2016-09-27 23:00:00)","0","62"
"1","[2016-09-27 22:00:00,2016-09-27 23:00:00)","1","54"
"3","[2016-09-27 22:00:00,2016-09-27 23:00:00)","0","77"
"3","[2016-09-27 22:00:00,2016-09-27 23:00:00)","1","70"
"2","[2016-09-27 22:00:00,2016-09-27 23:00:00)","0","13"
"1","[2016-09-27 23:00:00,2016-09-28 00:00:00)","0","19"
"1","[2016-09-27 23:00:00,2016-09-28 00:00:00)","1","50"
"2","[2016-09-27 23:00:00,2016-09-28 00:00:00)","0","20"
"3","[2016-09-27 23:00:00,2016-09-28 00:00:00)","0","33"
"3","[2016-09-27 23:00:00,2016-09-28 00:00:00)","1","40"
"3","[2016-09-28 00:00:00,2016-09-28 01:00:00)","0","46"
"3","[2016-09-28 00:00:00,2016-09-28 01:00:00)","1","302"
"1","[2016-09-28 00:00:00,2016-09-28 01:00:00)","0","28"
"1","[2016-09-28 00:00:00,2016-09-28 01:00:00)","1","210"
"2","[2016-09-28 00:00:00,2016-09-28 01:00:00)","0","8"
"3","[2016-09-28 01:00:00,2016-09-28 02:00:00)","0","65"
"3","[2016-09-28 01:00:00,2016-09-28 02:00:00)","1","20"
"1","[2016-09-28 01:00:00,2016-09-28 02:00:00)","0","26"
"1","[2016-09-28 01:00:00,2016-09-28 02:00:00)","1","20"
"2","[2016-09-28 01:00:00,2016-09-28 02:00:00)","0","4"
"1","[2016-09-28 02:00:00,2016-09-28 03:00:00)","0","18"
"1","[2016-09-28 02:00:00,2016-09-28 03:00:00)","1","31"
"3","[2016-09-28 02:00:00,2016-09-28 03:00:00)","0","44"
"3","[2016-09-28 02:00:00,2016-09-28 03:00:00)","1","25"
"1","[2016-09-28 03:00:00,2016-09-28 04:00:00)","0","31"
"1","[2016-09-28 03:00:00,2016-09-28 04:00:00)","1","36"
"3","[2016-09-28 03:00:00,2016-09-28 04:00:00)","0","40"
"3","[2016-09-28 03:00:00,2016-09-28 04:00:00)","1","19"
"3","[2016-09-28 04:00:00,2016-09-28 05:00:00)","0","37"
"3","[2016-09-28 04:00:00,2016-09-28 05:00:00)","1","26"
"1","[2016-09-28 04:00:00,2016-09-28 05:00:00)","0","30"
"1","[2016-09-28 04:00:00,2016-09-28 05:00:00)","1","53"
"3","[2016-09-28 05:00:00,2016-09-28 06:00:00)","0","45"
"3","[2016-09-28 05:00:00,2016-09-28 06:00:00)","1","43"
"1","[2016-09-28 05:00:00,2016-09-28 06:00:00)","0","63"
"1","[2016-09-28 05:00:00,2016-09-28 06:00:00)","1","93"
"2","[2016-09-28 05:00:00,2016-09-28 06:00:00)","0","15"
"3","[2016-09-28 06:00:00,2016-09-28 07:00:00)","0","149"
"3","[2016-09-28 06:00:00,2016-09-28 07:00:00)","1","103"
"2","[2016-09-28 06:00:00,2016-09-28 07:00:00)","0","44"
"1","[2016-09-28 06:00:00,2016-09-28 07:00:00)","0","129"
"1","[2016-09-28 06:00:00,2016-09-28 07:00:00)","1","149"
"1","[2016-09-28 07:00:00,2016-09-28 08:00:00)","0","269"
"1","[2016-09-28 07:00:00,2016-09-28 08:00:00)","1","256"
"3","[2016-09-28 07:00:00,2016-09-28 08:00:00)","0","386"
"3","[2016-09-28 07:00:00,2016-09-28 08:00:00)","1","216"
"2","[2016-09-28 07:00:00,2016-09-28 08:00:00)","0","116"
"1","[2016-09-28 08:00:00,2016-09-28 09:00:00)","0","369"
"1","[2016-09-28 08:00:00,2016-09-28 09:00:00)","1","318"
"3","[2016-09-28 08:00:00,2016-09-28 09:00:00)","0","443"
"3","[2016-09-28 08:00:00,2016-09-28 09:00:00)","1","373"
"2","[2016-09-28 08:00:00,2016-09-28 09:00:00)","0","108"
"3","[2016-09-28 09:00:00,2016-09-28 10:00:00)","0","410"
"3","[2016-09-28 09:00:00,2016-09-28 10:00:00)","1","359"
"2","[2016-09-28 09:00:00,2016-09-28 10:00:00)","0","79"
"1","[2016-09-28 09:00:00,2016-09-28 10:00:00)","0","368"
"1","[2016-09-28 09:00:00,2016-09-28 10:00:00)","1","306"
"3","[2016-09-28 10:00:00,2016-09-28 11:00:00)","0","288"
"3","[2016-09-28 10:00:00,2016-09-28 11:00:00)","1","226"
"1","[2016-09-28 10:00:00,2016-09-28 11:00:00)","0","308"
"1","[2016-09-28 10:00:00,2016-09-28 11:00:00)","1","287"
"2","[2016-09-28 10:00:00,2016-09-28 11:00:00)","0","44"
"1","[2016-09-28 11:00:00,2016-09-28 12:00:00)","0","257"
"1","[2016-09-28 11:00:00,2016-09-28 12:00:00)","1","259"
"2","[2016-09-28 11:00:00,2016-09-28 12:00:00)","0","38"
"3","[2016-09-28 11:00:00,2016-09-28 12:00:00)","0","243"
"3","[2016-09-28 11:00:00,2016-09-28 12:00:00)","1","221"
"1","[2016-09-28 12:00:00,2016-09-28 13:00:00)","0","278"
"1","[2016-09-28 12:00:00,2016-09-28 13:00:00)","1","258"
"3","[2016-09-28 12:00:00,2016-09-28 13:00:00)","0","282"
"3","[2016-09-28 12:00:00,2016-09-28 13:00:00)","1","240"
"2","[2016-09-28 12:00:00,2016-09-28 13:00:00)","0","43"
"1","[2016-09-28 13:00:00,2016-09-28 14:00:00)","0","300"
"1","[2016-09-28 13:00:00,2016-09-28 14:00:00)","1","277"
"3","[2016-09-28 13:00:00,2016-09-28 14:00:00)","0","332"
"3","[2016-09-28 13:00:00,2016-09-28 14:00:00)","1","276"
"2","[2016-09-28 13:00:00,2016-09-28 14:00:00)","0","48"
"1","[2016-09-28 14:00:00,2016-09-28 15:00:00)","0","302"
"1","[2016-09-28 14:00:00,2016-09-28 15:00:00)","1","272"
"3","[2016-09-28 14:00:00,2016-09-28 15:00:00)","0","280"
"3","[2016-09-28 14:00:00,2016-09-28 15:00:00)","1","299"
"2","[2016-09-28 14:00:00,2016-09-28 15:00:00)","0","35"
"1","[2016-09-28 15:00:00,2016-09-28 16:00:00)","0","276"
"1","[2016-09-28 15:00:00,2016-09-28 16:00:00)","1","270"
"3","[2016-09-28 15:00:00,2016-09-28 16:00:00)","0","318"
"3","[2016-09-28 15:00:00,2016-09-28 16:00:00)","1","255"
"2","[2016-09-28 15:00:00,2016-09-28 16:00:00)","0","36"
"3","[2016-09-28 16:00:00,2016-09-28 17:00:00)","0","351"
"3","[2016-09-28 16:00:00,2016-09-28 17:00:00)","1","260"
"1","[2016-09-28 16:00:00,2016-09-28 17:00:00)","0","247"
"1","[2016-09-28 16:00:00,2016-09-28 17:00:00)","1","243"
"2","[2016-09-28 16:00:00,2016-09-28 17:00:00)","0","123"
"1","[2016-09-28 17:00:00,2016-09-28 18:00:00)","0","99"
"1","[2016-09-28 17:00:00,2016-09-28 18:00:00)","1","311"
"2","[2016-09-28 17:00:00,2016-09-28 18:00:00)","0","204"
"3","[2016-09-28 17:00:00,2016-09-28 18:00:00)","0","354"
"3","[2016-09-28 17:00:00,2016-09-28 18:00:00)","1","235"
"1","[2016-09-28 18:00:00,2016-09-28 19:00:00)","0","68"
"1","[2016-09-28 18:00:00,2016-09-28 19:00:00)","1","213"
"2","[2016-09-28 18:00:00,2016-09-28 19:00:00)","0","149"
"3","[2016-09-28 18:00:00,2016-09-28 19:00:00)","0","213"
"3","[2016-09-28 18:00:00,2016-09-28 19:00:00)","1","183"
"1","[2016-09-28 19:00:00,2016-09-28 20:00:00)","0","71"
"1","[2016-09-28 19:00:00,2016-09-28 20:00:00)","1","118"
"3","[2016-09-28 19:00:00,2016-09-28 20:00:00)","0","158"
"3","[2016-09-28 19:00:00,2016-09-28 20:00:00)","1","163"
"2","[2016-09-28 19:00:00,2016-09-28 20:00:00)","0","144"
"3","[2016-09-28 20:00:00,2016-09-28 21:00:00)","0","161"
"3","[2016-09-28 20:00:00,2016-09-28 21:00:00)","1","71"
"2","[2016-09-28 20:00:00,2016-09-28 21:00:00)","0","119"
"1","[2016-09-28 20:00:00,2016-09-28 21:00:00)","0","61"
"1","[2016-09-28 20:00:00,2016-09-28 21:00:00)","1","100"
"2","[2016-09-28 21:00:00,2016-09-28 22:00:00)","0","85"
"1","[2016-09-28 21:00:00,2016-09-28 22:00:00)","0","51"
"1","[2016-09-28 21:00:00,2016-09-28 22:00:00)","1","66"
"3","[2016-09-28 21:00:00,2016-09-28 22:00:00)","0","110"
"3","[2016-09-28 21:00:00,2016-09-28 22:00:00)","1","87"
"1","[2016-09-28 22:00:00,2016-09-28 23:00:00)","0","21"
"1","[2016-09-28 22:00:00,2016-09-28 23:00:00)","1","38"
"2","[2016-09-28 22:00:00,2016-09-28 23:00:00)","0","44"
"3","[2016-09-28 22:00:00,2016-09-28 23:00:00)","0","52"
"3","[2016-09-28 22:00:00,2016-09-28 23:00:00)","1","57"
"3","[2016-09-28 23:00:00,2016-09-29 00:00:00)","0","65"
"3","[2016-09-28 23:00:00,2016-09-29 00:00:00)","1","44"
"1","[2016-09-28 23:00:00,2016-09-29 00:00:00)","0","42"
"1","[2016-09-28 23:00:00,2016-09-29 00:00:00)","1","35"
"2","[2016-09-28 23:00:00,2016-09-29 00:00:00)","0","9"
"3","[2016-09-29 00:00:00,2016-09-29 01:00:00)","0","37"
"3","[2016-09-29 00:00:00,2016-09-29 01:00:00)","1","282"
"2","[2016-09-29 00:00:00,2016-09-29 01:00:00)","0","5"
"1","[2016-09-29 00:00:00,2016-09-29 01:00:00)","0","20"
"1","[2016-09-29 00:00:00,2016-09-29 01:00:00)","1","247"
"3","[2016-09-29 01:00:00,2016-09-29 02:00:00)","0","57"
"3","[2016-09-29 01:00:00,2016-09-29 02:00:00)","1","19"
"1","[2016-09-29 01:00:00,2016-09-29 02:00:00)","0","20"
"1","[2016-09-29 01:00:00,2016-09-29 02:00:00)","1","34"
"3","[2016-09-29 02:00:00,2016-09-29 03:00:00)","0","27"
"3","[2016-09-29 02:00:00,2016-09-29 03:00:00)","1","22"
"1","[2016-09-29 02:00:00,2016-09-29 03:00:00)","0","15"
"1","[2016-09-29 02:00:00,2016-09-29 03:00:00)","1","25"
"3","[2016-09-29 03:00:00,2016-09-29 04:00:00)","0","32"
"3","[2016-09-29 03:00:00,2016-09-29 04:00:00)","1","12"
"1","[2016-09-29 03:00:00,2016-09-29 04:00:00)","0","19"
"1","[2016-09-29 03:00:00,2016-09-29 04:00:00)","1","40"
"3","[2016-09-29 04:00:00,2016-09-29 05:00:00)","0","41"
"3","[2016-09-29 04:00:00,2016-09-29 05:00:00)","1","12"
"1","[2016-09-29 04:00:00,2016-09-29 05:00:00)","0","36"
"1","[2016-09-29 04:00:00,2016-09-29 05:00:00)","1","52"
"3","[2016-09-29 05:00:00,2016-09-29 06:00:00)","0","44"
"3","[2016-09-29 05:00:00,2016-09-29 06:00:00)","1","32"
"2","[2016-09-29 05:00:00,2016-09-29 06:00:00)","0","32"
"1","[2016-09-29 05:00:00,2016-09-29 06:00:00)","0","15"
"1","[2016-09-29 05:00:00,2016-09-29 06:00:00)","1","81"
"3","[2016-09-29 06:00:00,2016-09-29 07:00:00)","0","139"
"3","[2016-09-29 06:00:00,2016-09-29 07:00:00)","1","73"
"2","[2016-09-29 06:00:00,2016-09-29 07:00:00)","0","61"
"1","[2016-09-29 06:00:00,2016-09-29 07:00:00)","0","31"
"1","[2016-09-29 06:00:00,2016-09-29 07:00:00)","1","122"
"1","[2016-09-29 07:00:00,2016-09-29 08:00:00)","0","85"
"1","[2016-09-29 07:00:00,2016-09-29 08:00:00)","1","189"
"3","[2016-09-29 07:00:00,2016-09-29 08:00:00)","0","337"
"3","[2016-09-29 07:00:00,2016-09-29 08:00:00)","1","163"
"2","[2016-09-29 07:00:00,2016-09-29 08:00:00)","0","228"
"3","[2016-09-29 08:00:00,2016-09-29 09:00:00)","0","435"
"3","[2016-09-29 08:00:00,2016-09-29 09:00:00)","1","331"
"2","[2016-09-29 08:00:00,2016-09-29 09:00:00)","0","318"
"1","[2016-09-29 08:00:00,2016-09-29 09:00:00)","0","139"
"1","[2016-09-29 08:00:00,2016-09-29 09:00:00)","1","321"
"2","[2016-09-29 09:00:00,2016-09-29 10:00:00)","0","301"
"3","[2016-09-29 09:00:00,2016-09-29 10:00:00)","0","339"
"3","[2016-09-29 09:00:00,2016-09-29 10:00:00)","1","362"
"1","[2016-09-29 09:00:00,2016-09-29 10:00:00)","0","135"
"1","[2016-09-29 09:00:00,2016-09-29 10:00:00)","1","293"
"3","[2016-09-29 10:00:00,2016-09-29 11:00:00)","0","340"
"3","[2016-09-29 10:00:00,2016-09-29 11:00:00)","1","248"
"2","[2016-09-29 10:00:00,2016-09-29 11:00:00)","0","247"
"1","[2016-09-29 10:00:00,2016-09-29 11:00:00)","0","147"
"1","[2016-09-29 10:00:00,2016-09-29 11:00:00)","1","313"
"3","[2016-09-29 11:00:00,2016-09-29 12:00:00)","0","290"
"3","[2016-09-29 11:00:00,2016-09-29 12:00:00)","1","234"
"2","[2016-09-29 11:00:00,2016-09-29 12:00:00)","0","155"
"1","[2016-09-29 11:00:00,2016-09-29 12:00:00)","0","116"
"1","[2016-09-29 11:00:00,2016-09-29 12:00:00)","1","226"
"2","[2016-09-29 12:00:00,2016-09-29 13:00:00)","0","222"
"1","[2016-09-29 12:00:00,2016-09-29 13:00:00)","0","113"
"1","[2016-09-29 12:00:00,2016-09-29 13:00:00)","1","276"
"3","[2016-09-29 12:00:00,2016-09-29 13:00:00)","0","274"
